(399, 1, 'Чтение', 4, datetime.date(2020, 8, 6), 'Стр. 69, №48')
(400, 13, 'Математика', 4, datetime.date(2019, 12, 15), 'Стр. 120, №49')
(401, 15, 'Естествознание', 4, datetime.date(2019, 8, 12), 'Стр. 81, №72')
(402, 5, 'Физкультура', 4, datetime.date(2020, 11, 18), 'Стр. 131, №61')
(403, 9, 'Чтение', 4, datetime.date(2020, 12, 9), 'Стр. 146, №33')
(404, 10, 'Физкультура', 4, datetime.date(2019, 4, 2), 'Стр. 88, №83')
(405, 22, 'Физкультура', 4, datetime.date(2019, 9, 12), 'Стр. 147, №67')
(406, 13, 'Математика', 4, datetime.date(2019, 12, 13), 'Стр. 82, №46')
(407, 26, 'Чтение', 4, datetime.date(2019, 8, 25), 'Стр. 51, №48')
(408, 29, 'Чтение', 4, datetime.date(2019, 11, 1), 'Стр. 61, №76')
(409, 43, 'Чтение', 4, datetime.date(2020, 4, 12), 'Стр. 93, №45')
(410, 26, 'Физкультура', 4, datetime.date(2019, 8, 22), 'Стр. 29, №85')
(411, 25, 'Чтение', 4, datetime.date(2020, 1, 5), 'Стр. 119, №26')
(412, 32, 'Музыка', 4, datetime.date(2020, 3, 9), 'Стр. 106, №62')
(413, 6, 'Естествознание', 4, datetime.date(2019, 6, 19), 'Стр. 128, №29')
(414, 15, 'Чтение', 4, datetime.date(2020, 2, 21), 'Стр. 35, №21')
(415, 39, 'Русский язык', 4, datetime.date(2020, 2, 7), 'Стр. 148, №14')
(416, 1, 'Чтение', 4, datetime.date(2020, 9, 13), 'Стр. 133, №38')
(417, 21, 'Чтение', 4, datetime.date(2020, 10, 13), 'Стр. 96, №21')
(418, 34, 'Музыка', 4, datetime.date(2020, 3, 12), 'Стр. 41, №12')
(419, 19, 'Чтение', 4, datetime.date(2019, 11, 27), 'Стр. 13, №74')
(420, 31, 'Физкультура', 4, datetime.date(2019, 1, 6), 'Стр. 136, №50')
(421, 15, 'Музыка', 4, datetime.date(2020, 4, 2), 'Стр. 91, №16')
(422, 32, 'Математика', 4, datetime.date(2020, 10, 20), 'Стр. 75, №26')
(423, 37, 'Чтение', 4, datetime.date(2019, 11, 6), 'Стр. 128, №80')
(424, 26, 'Естествознание', 4, datetime.date(2019, 11, 2), 'Стр. 2, №65')
(425, 10, 'Русский язык', 4, datetime.date(2019, 9, 17), 'Стр. 27, №22')
(426, 3, 'Математика', 4, datetime.date(2020, 6, 10), 'Стр. 62, №37')
(427, 27, 'Русский язык', 4, datetime.date(2019, 4, 5), 'Стр. 8, №13')
(428, 34, 'Математика', 4, datetime.date(2019, 5, 16), 'Стр. 33, №76')
(429, 2, 'Математика', 4, datetime.date(2019, 8, 11), 'Стр. 57, №36')
(430, 36, 'Чтение', 4, datetime.date(2020, 7, 7), 'Стр. 61, №54')
(431, 20, 'Чтение', 4, datetime.date(2020, 11, 27), 'Стр. 148, №19')
(432, 44, 'Физкультура', 4, datetime.date(2019, 8, 11), 'Стр. 108, №64')
(433, 18, 'Естествознание', 4, datetime.date(2020, 5, 16), 'Стр. 52, №68')
(434, 11, 'Музыка', 4, datetime.date(2019, 5, 25), 'Стр. 119, №49')
(435, 4, 'Физкультура', 4, datetime.date(2020, 1, 13), 'Стр. 76, №31')
(436, 9, 'Чтение', 4, datetime.date(2019, 2, 11), 'Стр. 3, №78')
(437, 12, 'Естествознание', 4, datetime.date(2020, 4, 6), 'Стр. 144, №75')
(438, 3, 'Естествознание', 4, datetime.date(2020, 10, 7), 'Стр. 9, №30')
(439, 3, 'Чтение', 4, datetime.date(2020, 4, 6), 'Стр. 27, №90')
(440, 23, 'Математика', 4, datetime.date(2019, 6, 10), 'Стр. 135, №70')
(441, 38, 'Музыка', 4, datetime.date(2019, 3, 16), 'Стр. 36, №47')
(442, 30, 'Чтение', 4, datetime.date(2020, 2, 26), 'Стр. 82, №6')
(443, 25, 'Физкультура', 4, datetime.date(2019, 9, 12), 'Стр. 72, №14')
(444, 38, 'Музыка', 4, datetime.date(2019, 9, 7), 'Стр. 107, №68')
(445, 46, 'Русский язык', 4, datetime.date(2020, 7, 16), 'Стр. 84, №2')
(446, 12, 'Физкультура', 4, datetime.date(2019, 2, 13), 'Стр. 58, №63')
(447, 30, 'Физкультура', 4, datetime.date(2019, 4, 2), 'Стр. 3, №58')
(448, 20, 'Физкультура', 4, datetime.date(2019, 7, 26), 'Стр. 100, №40')
(449, 24, 'Чтение', 4, datetime.date(2019, 6, 10), 'Стр. 92, №66')
(450, 25, 'Математика', 4, datetime.date(2019, 9, 4), 'Стр. 16, №57')
(451, 16, 'Русский язык', 4, datetime.date(2019, 5, 20), 'Стр. 1, №59')
(452, 5, 'Музыка', 4, datetime.date(2020, 7, 8), 'Стр. 25, №23')
(453, 35, 'Чтение', 4, datetime.date(2019, 4, 21), 'Стр. 82, №77')
(454, 9, 'Русский язык', 4, datetime.date(2020, 10, 27), 'Стр. 122, №77')
(455, 46, 'Математика', 4, datetime.date(2020, 11, 17), 'Стр. 2, №81')
(456, 45, 'Естествознание', 4, datetime.date(2019, 9, 2), 'Стр. 87, №90')
(457, 44, 'Музыка', 4, datetime.date(2019, 1, 6), 'Стр. 143, №78')
(458, 29, 'Естествознание', 4, datetime.date(2019, 3, 24), 'Стр. 134, №25')
(459, 10, 'Физкультура', 4, datetime.date(2020, 2, 4), 'Стр. 9, №64')
(460, 9, 'Музыка', 4, datetime.date(2020, 11, 4), 'Стр. 89, №44')
(461, 44, 'Естествознание', 4, datetime.date(2019, 6, 12), 'Стр. 91, №18')
(462, 36, 'Русский язык', 4, datetime.date(2019, 9, 14), 'Стр. 139, №47')
(463, 20, 'Русский язык', 4, datetime.date(2020, 1, 13), 'Стр. 26, №19')
(464, 20, 'Русский язык', 4, datetime.date(2020, 9, 18), 'Стр. 107, №1')
(465, 1, 'Музыка', 4, datetime.date(2020, 3, 4), 'Стр. 117, №18')
(466, 15, 'Математика', 4, datetime.date(2020, 11, 17), 'Стр. 33, №7')
(467, 6, 'Естествознание', 4, datetime.date(2020, 4, 1), 'Стр. 140, №38')
(468, 9, 'Математика', 4, datetime.date(2020, 5, 27), 'Стр. 68, №31')
(469, 24, 'Математика', 4, datetime.date(2019, 10, 10), 'Стр. 131, №59')
(470, 13, 'Физкультура', 4, datetime.date(2019, 12, 28), 'Стр. 87, №43')
(471, 5, 'Естествознание', 4, datetime.date(2019, 2, 15), 'Стр. 112, №74')
(472, 17, 'Естествознание', 4, datetime.date(2019, 10, 11), 'Стр. 53, №18')
(473, 26, 'Математика', 4, datetime.date(2019, 3, 12), 'Стр. 17, №70')
(474, 36, 'Русский язык', 4, datetime.date(2020, 11, 15), 'Стр. 146, №67')
(475, 37, 'Физкультура', 4, datetime.date(2019, 5, 23), 'Стр. 47, №1')
(476, 29, 'Чтение', 4, datetime.date(2019, 4, 25), 'Стр. 111, №74')
(477, 22, 'Русский язык', 4, datetime.date(2019, 4, 2), 'Стр. 91, №8')
(478, 41, 'Чтение', 4, datetime.date(2019, 5, 18), 'Стр. 53, №33')
(479, 3, 'Музыка', 4, datetime.date(2020, 9, 2), 'Стр. 36, №31')
(480, 2, 'Естествознание', 4, datetime.date(2020, 12, 25), 'Стр. 70, №77')
(481, 5, 'Математика', 5, datetime.date(2019, 4, 1), 'Стр. 90, №65')
(482, 45, 'Музыка', 5, datetime.date(2020, 2, 7), 'Стр. 89, №79')
(483, 16, 'Физкультура', 5, datetime.date(2019, 6, 16), 'Стр. 13, №89')
(484, 1, 'Русский язык', 5, datetime.date(2019, 2, 11), 'Стр. 20, №48')
(485, 2, 'Естествознание', 5, datetime.date(2019, 4, 10), 'Стр. 107, №23')
(486, 13, 'Естествознание', 5, datetime.date(2020, 8, 27), 'Стр. 131, №35')
(487, 42, 'Математика', 5, datetime.date(2019, 3, 2), 'Стр. 96, №86')
(488, 33, 'Математика', 5, datetime.date(2020, 4, 28), 'Стр. 132, №27')
(489, 2, 'Математика', 5, datetime.date(2020, 9, 27), 'Стр. 57, №6')
(490, 28, 'Чтение', 5, datetime.date(2019, 12, 22), 'Стр. 147, №57')
(491, 10, 'Математика', 5, datetime.date(2019, 3, 12), 'Стр. 90, №62')
(492, 14, 'Естествознание', 5, datetime.date(2020, 7, 5), 'Стр. 55, №68')
(493, 30, 'Русский язык', 5, datetime.date(2020, 2, 7), 'Стр. 47, №89')
(494, 2, 'Естествознание', 5, datetime.date(2020, 5, 18), 'Стр. 112, №31')
(495, 29, 'Чтение', 5, datetime.date(2020, 10, 21), 'Стр. 131, №61')
(496, 26, 'Естествознание', 5, datetime.date(2019, 5, 9), 'Стр. 26, №62')
(497, 2, 'Математика', 5, datetime.date(2020, 1, 11), 'Стр. 49, №73')
(498, 13, 'Музыка', 5, datetime.date(2019, 11, 11), 'Стр. 109, №31')
(499, 43, 'Математика', 5, datetime.date(2020, 1, 6), 'Стр. 89, №32')
(500, 1, 'Музыка', 5, datetime.date(2019, 3, 10), 'Стр. 135, №34')
(501, 20, 'Чтение', 5, datetime.date(2020, 10, 3), 'Стр. 130, №23')
(502, 19, 'Русский язык', 5, datetime.date(2020, 6, 5), 'Стр. 116, №80')
(503, 38, 'Математика', 5, datetime.date(2019, 11, 3), 'Стр. 93, №85')
(504, 44, 'Физкультура', 5, datetime.date(2020, 4, 11), 'Стр. 70, №67')
(505, 4, 'Математика', 5, datetime.date(2020, 4, 4), 'Стр. 28, №4')
(506, 15, 'Русский язык', 5, datetime.date(2019, 1, 14), 'Стр. 75, №18')
(507, 30, 'Чтение', 5, datetime.date(2020, 5, 18), 'Стр. 13, №72')
(508, 42, 'Русский язык', 5, datetime.date(2020, 12, 6), 'Стр. 12, №85')
(509, 18, 'Чтение', 5, datetime.date(2020, 8, 25), 'Стр. 112, №4')
(510, 9, 'Математика', 5, datetime.date(2020, 5, 4), 'Стр. 13, №88')
(511, 22, 'Естествознание', 5, datetime.date(2019, 7, 20), 'Стр. 120, №3')
(512, 45, 'Чтение', 5, datetime.date(2020, 4, 27), 'Стр. 108, №78')
(513, 35, 'Русский язык', 5, datetime.date(2019, 5, 1), 'Стр. 77, №33')
(514, 13, 'Естествознание', 5, datetime.date(2019, 3, 7), 'Стр. 46, №80')
(515, 25, 'Русский язык', 5, datetime.date(2019, 7, 11), 'Стр. 16, №56')
(516, 43, 'Физкультура', 5, datetime.date(2019, 4, 27), 'Стр. 43, №28')
(517, 7, 'Математика', 5, datetime.date(2020, 9, 13), 'Стр. 68, №53')
(518, 43, 'Физкультура', 5, datetime.date(2020, 1, 14), 'Стр. 118, №27')
(519, 46, 'Естествознание', 5, datetime.date(2019, 5, 2), 'Стр. 50, №46')
(520, 33, 'Русский язык', 5, datetime.date(2020, 12, 9), 'Стр. 44, №80')
(521, 24, 'Математика', 5, datetime.date(2019, 4, 16), 'Стр. 13, №83')
(522, 34, 'Русский язык', 5, datetime.date(2020, 2, 23), 'Стр. 17, №54')
(523, 22, 'Русский язык', 5, datetime.date(2020, 12, 5), 'Стр. 69, №35')
(524, 24, 'Естествознание', 5, datetime.date(2020, 1, 12), 'Стр. 25, №27')
(525, 18, 'Математика', 5, datetime.date(2019, 7, 16), 'Стр. 144, №24')
(526, 15, 'Математика', 5, datetime.date(2020, 2, 12), 'Стр. 32, №14')
(527, 28, 'Естествознание', 5, datetime.date(2020, 10, 1), 'Стр. 81, №63')
(528, 10, 'Физкультура', 5, datetime.date(2019, 10, 22), 'Стр. 113, №51')
(529, 6, 'Естествознание', 5, datetime.date(2020, 2, 12), 'Стр. 115, №8')
(530, 38, 'Естествознание', 5, datetime.date(2020, 8, 22), 'Стр. 53, №60')
(531, 37, 'Математика', 5, datetime.date(2019, 12, 7), 'Стр. 135, №90')
(532, 22, 'Чтение', 5, datetime.date(2020, 10, 1), 'Стр. 79, №71')
(533, 11, 'Естествознание', 5, datetime.date(2020, 11, 12), 'Стр. 112, №7')
(534, 22, 'Физкультура', 5, datetime.date(2019, 5, 15), 'Стр. 46, №49')
(535, 46, 'Музыка', 5, datetime.date(2019, 3, 26), 'Стр. 125, №26')
(536, 45, 'Чтение', 5, datetime.date(2019, 9, 19), 'Стр. 128, №51')
(537, 44, 'Физкультура', 5, datetime.date(2020, 3, 10), 'Стр. 84, №3')
(538, 17, 'Физкультура', 5, datetime.date(2019, 10, 26), 'Стр. 123, №40')
(539, 26, 'Физкультура', 5, datetime.date(2020, 3, 7), 'Стр. 75, №3')
(540, 18, 'Естествознание', 5, datetime.date(2019, 4, 24), 'Стр. 105, №36')
(541, 15, 'Математика', 5, datetime.date(2020, 6, 17), 'Стр. 93, №85')
(542, 47, 'Физкультура', 5, datetime.date(2020, 7, 9), 'Стр. 44, №69')
(543, 22, 'Музыка', 5, datetime.date(2019, 2, 6), 'Стр. 110, №14')
(544, 47, 'Русский язык', 5, datetime.date(2019, 4, 5), 'Стр. 81, №69')
(545, 4, 'Физкультура', 5, datetime.date(2019, 3, 1), 'Стр. 3, №5')
(546, 43, 'Чтение', 5, datetime.date(2020, 12, 16), 'Стр. 73, №41')
(547, 13, 'Физкультура', 5, datetime.date(2019, 7, 22), 'Стр. 50, №21')
(548, 33, 'Естествознание', 5, datetime.date(2020, 8, 1), 'Стр. 36, №78')
(549, 4, 'Физкультура', 5, datetime.date(2019, 1, 8), 'Стр. 12, №10')
(550, 39, 'Русский язык', 5, datetime.date(2020, 10, 17), 'Стр. 41, №63')
(551, 32, 'Физкультура', 5, datetime.date(2020, 11, 9), 'Стр. 32, №74')
(552, 17, 'Чтение', 5, datetime.date(2019, 11, 25), 'Стр. 32, №3')
(553, 17, 'Музыка', 5, datetime.date(2020, 5, 13), 'Стр. 18, №64')
(554, 19, 'Музыка', 5, datetime.date(2019, 2, 12), 'Стр. 131, №8')
(555, 37, 'Чтение', 5, datetime.date(2020, 9, 24), 'Стр. 127, №16')
(556, 23, 'Математика', 5, datetime.date(2020, 11, 1), 'Стр. 4, №70')
(557, 13, 'Русский язык', 5, datetime.date(2019, 9, 8), 'Стр. 90, №66')
(558, 7, 'Физкультура', 5, datetime.date(2020, 3, 8), 'Стр. 44, №30')
(559, 35, 'Русский язык', 5, datetime.date(2019, 11, 17), 'Стр. 138, №13')
(560, 23, 'Музыка', 5, datetime.date(2020, 10, 8), 'Стр. 22, №76')
(561, 19, 'Русский язык', 5, datetime.date(2020, 9, 23), 'Стр. 11, №64')
(562, 35, 'Физкультура', 5, datetime.date(2019, 3, 8), 'Стр. 102, №87')
(563, 5, 'Физкультура', 5, datetime.date(2020, 5, 22), 'Стр. 65, №55')
(564, 29, 'Музыка', 5, datetime.date(2020, 2, 25), 'Стр. 128, №43')
(565, 37, 'Математика', 5, datetime.date(2019, 8, 26), 'Стр. 118, №41')
(566, 8, 'Естествознание', 5, datetime.date(2019, 11, 18), 'Стр. 112, №17')
(567, 12, 'Музыка', 5, datetime.date(2019, 1, 19), 'Стр. 114, №50')
(568, 16, 'Русский язык', 5, datetime.date(2019, 9, 9), 'Стр. 135, №69')
(569, 43, 'Естествознание', 5, datetime.date(2020, 8, 5), 'Стр. 130, №6')
(570, 34, 'Музыка', 5, datetime.date(2020, 4, 9), 'Стр. 8, №47')
(571, 18, 'Музыка', 5, datetime.date(2020, 4, 22), 'Стр. 137, №67')
(572, 26, 'Русский язык', 5, datetime.date(2020, 1, 27), 'Стр. 101, №9')
(573, 11, 'Математика', 5, datetime.date(2020, 1, 11), 'Стр. 101, №79')
(574, 33, 'Чтение', 5, datetime.date(2019, 4, 21), 'Стр. 103, №13')
(575, 44, 'Русский язык', 5, datetime.date(2019, 3, 20), 'Стр. 54, №24')
(576, 5, 'Музыка', 5, datetime.date(2019, 2, 6), 'Стр. 104, №83')
(577, 2, 'Русский язык', 5, datetime.date(2019, 2, 16), 'Стр. 109, №60')
(578, 21, 'Математика', 5, datetime.date(2019, 2, 1), 'Стр. 50, №14')
(579, 21, 'Музыка', 5, datetime.date(2020, 10, 17), 'Стр. 20, №48')
(580, 47, 'Физкультура', 5, datetime.date(2019, 5, 23), 'Стр. 113, №42')
(581, 27, 'Русский язык', 5, datetime.date(2020, 10, 5), 'Стр. 34, №86')
(582, 37, 'Математика', 5, datetime.date(2020, 8, 11), 'Стр. 68, №51')
(583, 17, 'Физкультура', 5, datetime.date(2020, 12, 19), 'Стр. 98, №80')
(584, 14, 'Русский язык', 5, datetime.date(2020, 6, 5), 'Стр. 71, №81')
(585, 28, 'Музыка', 5, datetime.date(2020, 8, 14), 'Стр. 67, №73')
(586, 25, 'Естествознание', 5, datetime.date(2019, 12, 1), 'Стр. 67, №37')
(587, 3, 'Чтение', 5, datetime.date(2019, 8, 12), 'Стр. 136, №71')
(588, 7, 'Физкультура', 5, datetime.date(2020, 8, 18), 'Стр. 56, №50')
(589, 8, 'Математика', 5, datetime.date(2019, 2, 28), 'Стр. 109, №71')
(590, 14, 'Русский язык', 5, datetime.date(2020, 11, 12), 'Стр. 3, №88')
(591, 37, 'Математика', 5, datetime.date(2019, 4, 15), 'Стр. 17, №62')
(592, 19, 'Русский язык', 5, datetime.date(2020, 1, 28), 'Стр. 91, №75')
(593, 12, 'Естествознание', 5, datetime.date(2020, 10, 5), 'Стр. 23, №39')
(594, 30, 'Музыка', 5, datetime.date(2020, 10, 4), 'Стр. 145, №13')
(595, 20, 'Чтение', 5, datetime.date(2019, 2, 26), 'Стр. 116, №73')
(596, 13, 'Естествознание', 5, datetime.date(2020, 1, 12), 'Стр. 61, №66')
(597, 41, 'Чтение', 5, datetime.date(2020, 3, 19), 'Стр. 141, №54')
(598, 37, 'Физкультура', 5, datetime.date(2019, 10, 28), 'Стр. 64, №5')
(599, 20, 'Чтение', 5, datetime.date(2019, 6, 7), 'Стр. 77, №38')
(600, 37, 'Русский язык', 5, datetime.date(2019, 5, 3), 'Стр. 83, №1')
(601, 4, 'Естествознание', 6, datetime.date(2019, 6, 9), 'Стр. 117, №43')
(602, 5, 'Физкультура', 6, datetime.date(2020, 1, 10), 'Стр. 21, №54')
(603, 14, 'Физкультура', 6, datetime.date(2020, 5, 1), 'Стр. 95, №47')
(604, 24, 'Русский язык', 6, datetime.date(2019, 4, 17), 'Стр. 9, №71')
(605, 24, 'Музыка', 6, datetime.date(2019, 11, 2), 'Стр. 8, №52')
(606, 36, 'Естествознание', 6, datetime.date(2019, 6, 15), 'Стр. 1, №36')
(607, 46, 'Чтение', 6, datetime.date(2019, 12, 16), 'Стр. 46, №8')
(608, 40, 'Чтение', 6, datetime.date(2019, 4, 20), 'Стр. 78, №74')
(609, 45, 'Естествознание', 6, datetime.date(2019, 10, 1), 'Стр. 39, №23')
(610, 26, 'Музыка', 6, datetime.date(2019, 10, 13), 'Стр. 111, №48')
(611, 4, 'Музыка', 6, datetime.date(2020, 9, 24), 'Стр. 129, №29')
(612, 46, 'Естествознание', 6, datetime.date(2020, 7, 18), 'Стр. 149, №82')
(613, 46, 'Математика', 6, datetime.date(2019, 3, 18), 'Стр. 26, №57')
(614, 47, 'Физкультура', 6, datetime.date(2019, 11, 26), 'Стр. 120, №79')
(615, 31, 'Физкультура', 6, datetime.date(2019, 4, 11), 'Стр. 26, №55')
(616, 14, 'Русский язык', 6, datetime.date(2019, 1, 18), 'Стр. 49, №63')
(617, 10, 'Математика', 6, datetime.date(2019, 11, 9), 'Стр. 81, №60')
(618, 19, 'Физкультура', 6, datetime.date(2020, 12, 28), 'Стр. 150, №83')
(619, 14, 'Чтение', 6, datetime.date(2019, 2, 9), 'Стр. 31, №82')
(620, 3, 'Музыка', 6, datetime.date(2019, 2, 17), 'Стр. 8, №50')
(621, 27, 'Естествознание', 6, datetime.date(2019, 3, 13), 'Стр. 16, №58')
(622, 6, 'Русский язык', 6, datetime.date(2019, 3, 2), 'Стр. 17, №50')
(623, 26, 'Музыка', 6, datetime.date(2020, 12, 16), 'Стр. 87, №50')
(624, 46, 'Чтение', 6, datetime.date(2019, 5, 7), 'Стр. 60, №16')
(625, 20, 'Естествознание', 6, datetime.date(2019, 4, 5), 'Стр. 30, №29')
(626, 37, 'Чтение', 6, datetime.date(2019, 12, 17), 'Стр. 100, №13')
(627, 12, 'Математика', 6, datetime.date(2020, 3, 26), 'Стр. 17, №50')
(628, 30, 'Чтение', 6, datetime.date(2019, 11, 26), 'Стр. 90, №39')
(629, 47, 'Музыка', 6, datetime.date(2020, 4, 14), 'Стр. 24, №15')
(630, 45, 'Математика', 6, datetime.date(2019, 2, 23), 'Стр. 10, №61')
(631, 18, 'Музыка', 6, datetime.date(2020, 12, 9), 'Стр. 57, №40')
(632, 34, 'Чтение', 6, datetime.date(2019, 12, 26), 'Стр. 15, №32')
(633, 30, 'Русский язык', 6, datetime.date(2019, 6, 25), 'Стр. 42, №68')
(634, 46, 'Русский язык', 6, datetime.date(2019, 3, 10), 'Стр. 82, №85')
(635, 15, 'Русский язык', 6, datetime.date(2020, 11, 27), 'Стр. 77, №47')
(636, 39, 'Физкультура', 6, datetime.date(2019, 5, 17), 'Стр. 59, №13')
(637, 36, 'Музыка', 6, datetime.date(2019, 10, 17), 'Стр. 105, №14')
(638, 10, 'Естествознание', 6, datetime.date(2020, 10, 6), 'Стр. 135, №3')
(639, 12, 'Естествознание', 6, datetime.date(2020, 8, 7), 'Стр. 64, №46')
(640, 26, 'Математика', 6, datetime.date(2019, 9, 6), 'Стр. 150, №1')
(641, 19, 'Естествознание', 6, datetime.date(2019, 7, 1), 'Стр. 36, №9')
(642, 17, 'Русский язык', 6, datetime.date(2019, 7, 5), 'Стр. 112, №82')
(643, 16, 'Математика', 6, datetime.date(2019, 4, 5), 'Стр. 64, №32')
(644, 4, 'Музыка', 6, datetime.date(2020, 6, 5), 'Стр. 26, №22')
(645, 35, 'Чтение', 6, datetime.date(2019, 11, 3), 'Стр. 94, №67')
(646, 43, 'Чтение', 6, datetime.date(2019, 10, 25), 'Стр. 55, №46')
(647, 38, 'Естествознание', 6, datetime.date(2020, 7, 17), 'Стр. 34, №84')
(648, 42, 'Физкультура', 6, datetime.date(2020, 8, 9), 'Стр. 1, №66')
(649, 15, 'Русский язык', 6, datetime.date(2019, 3, 7), 'Стр. 65, №79')
(650, 27, 'Физкультура', 6, datetime.date(2019, 10, 11), 'Стр. 55, №47')
(651, 8, 'Чтение', 6, datetime.date(2020, 1, 27), 'Стр. 59, №39')
(652, 10, 'Чтение', 6, datetime.date(2020, 8, 19), 'Стр. 4, №43')
(653, 24, 'Русский язык', 6, datetime.date(2020, 7, 13), 'Стр. 29, №84')
(654, 16, 'Русский язык', 6, datetime.date(2019, 6, 23), 'Стр. 74, №35')
(655, 5, 'Математика', 6, datetime.date(2020, 4, 28), 'Стр. 82, №9')
(656, 12, 'Музыка', 6, datetime.date(2020, 2, 18), 'Стр. 46, №53')
(657, 32, 'Русский язык', 6, datetime.date(2019, 2, 2), 'Стр. 107, №70')
(658, 22, 'Чтение', 6, datetime.date(2019, 5, 11), 'Стр. 32, №43')
(659, 3, 'Русский язык', 6, datetime.date(2020, 9, 16), 'Стр. 139, №26')
(660, 34, 'Физкультура', 6, datetime.date(2020, 6, 7), 'Стр. 52, №34')
(661, 40, 'Чтение', 6, datetime.date(2020, 11, 3), 'Стр. 24, №57')
(662, 30, 'Чтение', 6, datetime.date(2019, 8, 25), 'Стр. 110, №41')
(663, 19, 'Музыка', 6, datetime.date(2019, 4, 3), 'Стр. 80, №84')
(664, 6, 'Чтение', 6, datetime.date(2020, 1, 23), 'Стр. 84, №19')
(665, 29, 'Физкультура', 6, datetime.date(2020, 12, 9), 'Стр. 52, №68')
(666, 24, 'Математика', 6, datetime.date(2020, 4, 23), 'Стр. 33, №1')
(667, 7, 'Русский язык', 6, datetime.date(2019, 7, 5), 'Стр. 62, №34')
(668, 30, 'Русский язык', 6, datetime.date(2020, 5, 16), 'Стр. 6, №11')
(669, 10, 'Математика', 6, datetime.date(2019, 3, 13), 'Стр. 137, №43')
(670, 9, 'Музыка', 6, datetime.date(2020, 4, 10), 'Стр. 5, №10')
(671, 46, 'Чтение', 6, datetime.date(2019, 10, 3), 'Стр. 20, №69')
(672, 3, 'Естествознание', 6, datetime.date(2019, 11, 22), 'Стр. 31, №67')
(673, 13, 'Музыка', 6, datetime.date(2019, 7, 11), 'Стр. 14, №42')
(674, 33, 'Физкультура', 6, datetime.date(2020, 5, 20), 'Стр. 70, №29')
(675, 20, 'Математика', 6, datetime.date(2019, 1, 28), 'Стр. 142, №14')
(676, 28, 'Физкультура', 6, datetime.date(2020, 7, 24), 'Стр. 24, №56')
(677, 1, 'Математика', 6, datetime.date(2019, 3, 4), 'Стр. 47, №67')
(678, 22, 'Физкультура', 6, datetime.date(2020, 3, 22), 'Стр. 16, №63')
(679, 34, 'Русский язык', 6, datetime.date(2019, 6, 13), 'Стр. 138, №63')
(680, 5, 'Физкультура', 6, datetime.date(2019, 11, 14), 'Стр. 122, №89')
(681, 24, 'Русский язык', 6, datetime.date(2020, 6, 2), 'Стр. 40, №9')
(682, 41, 'Математика', 6, datetime.date(2019, 10, 17), 'Стр. 43, №61')
(683, 21, 'Естествознание', 6, datetime.date(2019, 3, 2), 'Стр. 131, №88')
(684, 11, 'Музыка', 6, datetime.date(2019, 2, 19), 'Стр. 25, №33')
(685, 46, 'Музыка', 6, datetime.date(2020, 12, 4), 'Стр. 21, №63')
(686, 45, 'Физкультура', 6, datetime.date(2020, 4, 1), 'Стр. 23, №7')
(687, 10, 'Чтение', 6, datetime.date(2020, 9, 4), 'Стр. 25, №22')
(688, 3, 'Музыка', 6, datetime.date(2019, 11, 25), 'Стр. 87, №44')
(689, 12, 'Математика', 6, datetime.date(2019, 11, 4), 'Стр. 32, №6')
(690, 4, 'Физкультура', 6, datetime.date(2020, 8, 28), 'Стр. 22, №52')
(691, 12, 'Физкультура', 6, datetime.date(2020, 7, 27), 'Стр. 26, №31')
(692, 30, 'Естествознание', 6, datetime.date(2020, 5, 23), 'Стр. 5, №11')
(693, 15, 'Естествознание', 6, datetime.date(2020, 9, 3), 'Стр. 65, №43')
(694, 42, 'Математика', 6, datetime.date(2019, 10, 26), 'Стр. 97, №88')
(695, 29, 'Естествознание', 6, datetime.date(2020, 9, 19), 'Стр. 53, №46')
(696, 47, 'Русский язык', 6, datetime.date(2020, 8, 22), 'Стр. 47, №18')
(697, 19, 'Физкультура', 6, datetime.date(2019, 11, 27), 'Стр. 144, №51')
(698, 16, 'Чтение', 6, datetime.date(2020, 7, 17), 'Стр. 96, №55')
(699, 13, 'Русский язык', 6, datetime.date(2020, 7, 10), 'Стр. 50, №43')
(700, 5, 'Физкультура', 6, datetime.date(2020, 9, 15), 'Стр. 147, №65')
(701, 8, 'Математика', 6, datetime.date(2020, 2, 25), 'Стр. 141, №44')
(702, 11, 'Математика', 6, datetime.date(2019, 2, 10), 'Стр. 65, №87')
(703, 31, 'Математика', 6, datetime.date(2020, 5, 13), 'Стр. 134, №35')
(704, 33, 'Физкультура', 6, datetime.date(2020, 6, 5), 'Стр. 3, №70')
(705, 8, 'Естествознание', 6, datetime.date(2019, 7, 9), 'Стр. 93, №56')
(706, 36, 'Физкультура', 6, datetime.date(2020, 1, 12), 'Стр. 10, №68')
(707, 19, 'Математика', 6, datetime.date(2019, 1, 22), 'Стр. 138, №14')
(708, 20, 'Естествознание', 6, datetime.date(2019, 1, 12), 'Стр. 69, №78')
(709, 44, 'Русский язык', 6, datetime.date(2019, 3, 9), 'Стр. 98, №73')
(710, 19, 'Математика', 6, datetime.date(2019, 1, 18), 'Стр. 28, №48')
(711, 36, 'Чтение', 6, datetime.date(2020, 1, 19), 'Стр. 66, №5')
(712, 33, 'Музыка', 6, datetime.date(2020, 8, 24), 'Стр. 102, №21')
(713, 23, 'Русский язык', 6, datetime.date(2020, 12, 19), 'Стр. 116, №64')
